start_time,quiescent_start_time,quiescent_stop_time,stim_start_time,response_window_start_time,stim_stop_time,response_time,response_window_stop_time,post_response_window_start_time,post_response_window_stop_time,timeout_start_time,timeout_stop_time,stop_time,stim_name,stim_index,block_index,context_name,index,index_within_block,scheduled_reward_index_within_block,repeat_number,is_response,is_correct,is_incorrect,is_hit,is_false_alarm,is_correct_reject,is_miss,is_go,is_nogo,is_rewarded,is_noncontingent_reward,is_contingent_reward,is_reward_scheduled,is_aud_stim,is_vis_stim,is_catch,is_aud_target,is_vis_target,is_aud_nontarget,is_vis_nontarget,is_vis_context,is_aud_context,is_context_switch,is_repeat,is_opto
3.1543072999427095,3.1543072999427095,4.65568379994668,4.65568379994668,4.756628999902866,5.156829399938695,5.090050999957136,5.657288699943572,5.657288699943572,7.658164699978195,,,8.659440099910833,vis1,1,0,vis,0.0,0.0,0.0,0.0,True,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False
11.828380899920129,11.828380899920129,13.329765999989585,13.329765999989585,13.429867399923504,13.83041549992934,13.646557799956762,14.330735899924301,14.330735899924301,16.332246599902398,,,17.333185999954118,vis1,1,0,vis,1.0,1.0,1.0,0.0,True,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False
17.68348449999187,17.68348449999187,19.18476409995649,19.18476409995649,19.284834600004366,19.68505809998326,19.5183116999194,20.18608909991756,20.18608909991756,22.187311899915336,,,23.18822600000724,vis1,1,0,vis,2.0,2.0,2.0,0.0,True,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False
23.371700999976134,23.371700999976134,24.87283969991561,24.87283969991561,24.97300429998152,25.37326599990204,24.97300429998152,25.874209299983455,25.874209299983455,27.875480500000528,,,28.876312399932182,vis1,1,0,vis,3.0,3.0,3.0,0.0,True,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False
30.194112900013103,30.194112900013103,31.695349700001067,31.695349700001067,31.795462899908422,32.19588640001323,32.046044899916275,32.696182599940336,32.696182599940336,34.69796089997701,,,35.698819899998604,vis1,1,0,vis,4.0,4.0,4.0,0.0,True,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False
36.16591529997252,36.16591529997252,37.667509100001304,37.667509100001304,37.76716639992967,37.667509100001304,,38.66835379991401,38.66835379991401,40.66976359993871,,,41.67065019993763,catch,0,0,vis,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
42.070886100010945,42.070886100010945,43.572298099935985,43.572298099935985,43.672640999962574,43.572298099935985,43.72236510000378,44.57342350000702,44.57342350000702,46.57474239992164,,,47.57566369995195,catch,0,0,vis,,,,,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
49.47721429990791,49.47721429990791,50.97940929997433,50.97940929997433,51.07935299998801,51.48029179994203,51.52974269999843,51.98012839997839,51.98012839997839,53.98185209994856,53.98185209994856,53.98185209994856,54.982693699954076,vis2,2,0,vis,5.0,5.0,,0.0,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
60.85459299997613,60.85459299997613,62.35580999992974,62.35580999992974,62.45592990000453,62.85605020001251,,63.3567197999889,63.3567197999889,65.35867389996723,,,66.3590410999693,vis2,2,0,vis,5.0,6.0,,1.0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False
67.69399040001166,67.69399040001166,69.19508039992955,69.19508039992955,69.29510549998098,69.69528930000682,69.99577220000513,70.19586950000097,70.19586950000097,72.19742369996105,,,73.19853150001448,vis1,1,0,vis,6.0,7.0,,0.0,True,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False
77.90222699993477,77.90222699993477,79.4035950999912,79.4035950999912,79.50384949992598,79.90430929995794,,80.404589099993,80.404589099993,82.40612859995757,,,83.40717899992318,vis2,2,0,vis,7.0,8.0,,0.0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
84.39112329990324,84.39112329990324,85.89250509994757,85.89250509994757,85.99252139993199,86.3930555999484,,86.89330790000689,86.89330790000689,88.89499359992054,,,89.89590640000254,vis1,1,0,vis,8.0,9.0,,0.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
90.02944819996786,90.02944819996786,91.53056699998864,91.53056699998864,91.63066289999709,92.03118389991299,,92.53144499992207,92.53144499992207,94.53337979998626,,,95.53415149992519,vis2,2,0,vis,9.0,10.0,,0.0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
96.26812739991304,96.26812739991304,97.76957489999198,97.76957489999198,97.86958409992233,97.76957489999198,,98.77064599999879,98.77064599999879,100.77203539998457,,,101.77295570000727,catch,0,0,vis,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
105.14265549992864,105.14265549992864,106.64350769989845,106.64350769989845,106.74359219993651,107.14437890001294,,107.64436589991395,107.64436589991395,109.64623369993363,,,110.6469224999398,vis1,1,0,vis,10.0,11.0,,0.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
112.59888679994923,112.59888679994923,114.10003789998312,114.10003789998312,114.20011529996712,114.60026259994787,114.33369700000343,115.10120019998588,115.10120019998588,117.1024202999631,117.1024202999631,117.1024202999631,118.10329999990948,vis2,2,0,vis,11.0,12.0,,0.0,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
118.53743259999622,118.53743259999622,120.03831679997687,120.03831679997687,120.1383314999491,120.53887190001272,,121.03957319999766,121.03957319999766,123.0412661999669,,,124.04180469999277,vis2,2,0,vis,11.0,13.0,,1.0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False
124.3920043999767,124.3920043999767,125.89327820001357,125.89327820001357,125.99333419995104,126.39414429997281,,126.89415929997061,126.89415929997061,128.89603989997133,,,129.8968841999974,vis2,2,0,vis,12.0,14.0,,0.0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False
130.84750629991478,130.84750629991478,132.34879039991367,132.34879039991367,132.4488728999365,132.84943939996603,,133.3496911999043,133.3496911999043,135.35137439991533,,,136.3521807000013,vis1,1,0,vis,13.0,15.0,,0.0,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False
